close,high,low,open,timestamp,volume,datetime
61346.3,61356.57,61346.3,61356.57,1635724800,13.67464861,2021-11-01 00:00:00
61322.99,61322.99,61315.79,61315.79,1635724860,0.05245020,2021-11-01 00:01:00
61364.51,61364.51,61253.8,61334.71,1635724920,5.41792386,2021-11-01 00:02:00
61288.03,61413.73,61288.03,61413.73,1635724980,0.79947091,2021-11-01 00:03:00
61270.4,61270.4,61181.31,61255.25,1635725040,1.15713289,2021-11-01 00:04:00
61316.72,61316.72,61316.72,61316.72,1635725100,0.00200000,2021-11-01 00:05:00
61399.34,61399.34,61368,61384.96,1635725160,2.95934093,2021-11-01 00:06:00
61415.9,61431.62,61414,61414,1635725220,0.46691972,2021-11-01 00:07:00
61415.9,61415.9,61415.9,61415.9,1635725280,0.00000000,2021-11-01 00:08:00
61444.77,61444.77,61416.25,61416.25,1635725340,0.14580000,2021-11-01 00:09:00
61480.18,61502.86,61473.06,61484,1635725400,0.15093981,2021-11-01 00:10:00
61418.29,61418.29,61418.29,61418.29,1635725460,0.01600000,2021-11-01 00:11:00
61487.79,61506.62,61484.65,61484.65,1635725520,1.28495779,2021-11-01 00:12:00
61513.1,61513.1,61496.97,61496.97,1635725580,0.46944692,2021-11-01 00:13:00
61573.53,61576.06,61529.23,61529.23,1635725640,0.92394691,2021-11-01 00:14:00
61560.47,61591.81,61551.09,61565.47,1635725700,0.95707373,2021-11-01 00:15:00
61623.14,61623.14,61537.27,61537.27,1635725760,0.71860726,2021-11-01 00:16:00
61606.2,61623.14,61606.2,61623.14,1635725820,0.33376942,2021-11-01 00:17:00
61623.14,61623.14,61591.83,61600,1635725880,2.47141485,2021-11-01 00:18:00
61700,61700,61612.86,61612.86,1635725940,6.68847504,2021-11-01 00:19:00
61596.96,61700.04,61579.5,61699.38,1635726000,5.78177956,2021-11-01 00:20:00
61626.44,61628.82,61613.51,61613.51,1635726060,0.14038671,2021-11-01 00:21:00
61548.65,61633.21,61540.51,61633.21,1635726120,1.49087161,2021-11-01 00:22:00
61561.7,61561.7,61559.85,61559.85,1635726180,1.58822704,2021-11-01 00:23:00
61522.18,61576.09,61522.18,61576.09,1635726240,1.29143209,2021-11-01 00:24:00
61611.18,61611.18,61555.31,61555.31,1635726300,0.23860874,2021-11-01 00:25:00
61590.32,61618.96,61590.32,61618.96,1635726360,0.30435907,2021-11-01 00:26:00
61597.91,61612.68,61597.91,61612.68,1635726420,0.22723585,2021-11-01 00:27:00
61598.12,61598.12,61598.12,61598.12,1635726480,0.05420812,2021-11-01 00:28:00
61578.09,61578.09,61569.29,61569.29,1635726540,0.08691851,2021-11-01 00:29:00
61609.34,61645.27,61609.34,61635.58,1635726600,3.08469040,2021-11-01 00:30:00
61609.34,61609.34,61609.34,61609.34,1635726660,0.00000000,2021-11-01 00:31:00
61547.31,61571.09,61547.31,61571.09,1635726720,0.11049000,2021-11-01 00:32:00
61547.19,61547.19,61547.19,61547.19,1635726780,0.04800000,2021-11-01 00:33:00
61505.18,61505.18,61478.42,61478.42,1635726840,0.08476596,2021-11-01 00:34:00
61516.63,61516.63,61510.68,61510.68,1635726900,0.08379546,2021-11-01 00:35:00
61525.83,61525.83,61525.83,61525.83,1635726960,0.00149790,2021-11-01 00:36:00
61495.35,61499.05,61495.35,61499.05,1635727020,0.10787058,2021-11-01 00:37:00
61519.38,61535.52,61519.38,61532.21,1635727080,2.61684978,2021-11-01 00:38:00
61556.43,61561.99,61542.58,61561.99,1635727140,0.01537299,2021-11-01 00:39:00
61488.03,61546.57,61488.03,61546.57,1635727200,0.52953121,2021-11-01 00:40:00
61486.88,61486.88,61441.47,61475,1635727260,0.37982814,2021-11-01 00:41:00
61479.96,61482.09,61479.96,61482.09,1635727320,0.14637537,2021-11-01 00:42:00
61461.7,61467.15,61461.7,61467.15,1635727380,0.12202039,2021-11-01 00:43:00
61424.56,61432.87,61424.56,61432.87,1635727440,0.00121796,2021-11-01 00:44:00
61424.56,61424.56,61424.56,61424.56,1635727500,0.00000000,2021-11-01 00:45:00
61424.56,61424.56,61424.56,61424.56,1635727560,0.00000000,2021-11-01 00:46:00
61424.56,61424.56,61424.56,61424.56,1635727620,0.00000000,2021-11-01 00:47:00
61449.59,61449.59,61446.18,61446.18,1635727680,0.00596229,2021-11-01 00:48:00
61475.79,61486.12,61459.85,61469.2,1635727740,26.35318275,2021-11-01 00:49:00
61492.3,61501.23,61465.22,61469.29,1635727800,0.33418679,2021-11-01 00:50:00
61523.71,61523.71,61523.71,61523.71,1635727860,0.00700000,2021-11-01 00:51:00
61534.75,61540.86,61533.06,61540.86,1635727920,0.06520523,2021-11-01 00:52:00
61499.93,61507.89,61498.11,61507.89,1635727980,0.41230643,2021-11-01 00:53:00
61541.8,61541.8,61529.01,61529.01,1635728040,0.32491433,2021-11-01 00:54:00
61558.94,61575.64,61539.05,61539.05,1635728100,0.56364494,2021-11-01 00:55:00
61571.69,61572.12,61549.35,61566.49,1635728160,0.91779753,2021-11-01 00:56:00
61515.62,61563.17,61515.62,61563.17,1635728220,0.24570707,2021-11-01 00:57:00
61552.41,61553.99,61516.88,61521.11,1635728280,0.10769598,2021-11-01 00:58:00
61607.17,61608.58,61552.41,61552.41,1635728340,0.66322632,2021-11-01 00:59:00
61654.97,61677.32,61643.01,61643.01,1635728400,0.62140992,2021-11-01 01:00:00
61675,61694,61675,61686.66,1635728460,0.56150000,2021-11-01 01:01:00
61650.69,61680.51,61650.69,61680.51,1635728520,0.77026124,2021-11-01 01:02:00
61675,61675,61588.52,61645.53,1635728580,1.42013091,2021-11-01 01:03:00
61675,61705.77,61675,61679.3,1635728640,2.94903762,2021-11-01 01:04:00
61675,61712,61675,61682.83,1635728700,3.47255000,2021-11-01 01:05:00
61709.18,61709.18,61646.59,61667.87,1635728760,2.36462859,2021-11-01 01:06:00
61712.57,61713.91,61712.57,61713.91,1635728820,0.25080000,2021-11-01 01:07:00
61758.11,61758.11,61723.18,61741.47,1635728880,3.82068868,2021-11-01 01:08:00
61712.46,61712.46,61712.46,61712.46,1635728940,0.00040266,2021-11-01 01:09:00
61721.42,61721.42,61721.42,61721.42,1635729000,0.04050000,2021-11-01 01:10:00
61761.78,61761.78,61761.78,61761.78,1635729060,0.05000000,2021-11-01 01:11:00
61755.11,61755.11,61735.82,61735.82,1635729120,0.00388681,2021-11-01 01:12:00
61751.94,61764,61751.22,61761.8,1635729180,0.07092795,2021-11-01 01:13:00
61760.39,61760.39,61730.73,61743.92,1635729240,0.26882957,2021-11-01 01:14:00
61752.69,61771.12,61752.69,61769,1635729300,2.74588636,2021-11-01 01:15:00
61741.55,61755.51,61724.67,61755.51,1635729360,0.77620486,2021-11-01 01:16:00
61704.36,61714.34,61690.96,61714.34,1635729420,0.35809043,2021-11-01 01:17:00
61709.4,61709.4,61709.4,61709.4,1635729480,0.00696295,2021-11-01 01:18:00
61718.25,61718.25,61657.33,61686.49,1635729540,0.31549271,2021-11-01 01:19:00
61702.69,61714.04,61702.69,61714.04,1635729600,0.02513858,2021-11-01 01:20:00
61697.96,61703.43,61692.49,61703.43,1635729660,0.16867093,2021-11-01 01:21:00
61714.1,61714.1,61714.1,61714.1,1635729720,0.01000000,2021-11-01 01:22:00
61678.78,61678.78,61678.78,61678.78,1635729780,0.00065229,2021-11-01 01:23:00
61725.53,61725.53,61695.36,61695.36,1635729840,1.64325348,2021-11-01 01:24:00
61697.28,61697.28,61697.28,61697.28,1635729900,0.00052390,2021-11-01 01:25:00
61697.28,61698.88,61697.28,61698.87,1635729960,0.01988869,2021-11-01 01:26:00
61712.42,61712.42,61712.42,61712.42,1635730020,0.04030890,2021-11-01 01:27:00
61672.24,61677.38,61672.24,61677.38,1635730080,0.02150000,2021-11-01 01:28:00
61672.24,61672.24,61672.24,61672.24,1635730140,0.00000000,2021-11-01 01:29:00
61670.42,61680.51,61670.08,61680.51,1635730200,0.02464961,2021-11-01 01:30:00
61671.08,61671.08,61671.08,61671.08,1635730260,0.00202590,2021-11-01 01:31:00
61580.64,61634.63,61580.64,61632.22,1635730320,1.18282346,2021-11-01 01:32:00
61593.9,61599.12,61576.59,61591.21,1635730380,1.17472839,2021-11-01 01:33:00
61545.39,61593.9,61519.55,61593.9,1635730440,1.66580662,2021-11-01 01:34:00
61526.5,61527.02,61526.5,61527.02,1635730500,0.01497110,2021-11-01 01:35:00
61512.21,61540.35,61512.21,61538.15,1635730560,0.15231847,2021-11-01 01:36:00
61492.57,61527.59,61487.64,61527.59,1635730620,0.16053115,2021-11-01 01:37:00
61548.75,61548.75,61506.77,61506.77,1635730680,0.00384973,2021-11-01 01:38:00
61503.49,61542.47,61503.49,61542.47,1635730740,1.83629431,2021-11-01 01:39:00
61503.49,61503.49,61503.49,61503.49,1635730800,0.00000000,2021-11-01 01:40:00
61502.38,61502.38,61502.38,61502.38,1635730860,0.00500000,2021-11-01 01:41:00
61464.96,61500.02,61462.8,61500.02,1635730920,0.96211914,2021-11-01 01:42:00
61401.83,61459.53,61401.83,61459.53,1635730980,0.35328975,2021-11-01 01:43:00
61428.34,61444.2,61390.76,61391.36,1635731040,1.28870609,2021-11-01 01:44:00
61433.53,61453.2,61402.32,61402.32,1635731100,0.38900085,2021-11-01 01:45:00
61433.53,61433.53,61433.53,61433.53,1635731160,0.00000000,2021-11-01 01:46:00
61395.2,61433.53,61395.2,61433.53,1635731220,0.51610179,2021-11-01 01:47:00
61395.01,61396.45,61395.01,61396.45,1635731280,0.10461959,2021-11-01 01:48:00
61427.31,61427.31,61427.31,61427.31,1635731340,0.29488840,2021-11-01 01:49:00
61458.34,61480.36,61441.06,61441.06,1635731400,0.12052350,2021-11-01 01:50:00
61443.36,61446.29,61443.36,61446.29,1635731460,0.16852238,2021-11-01 01:51:00
61411.15,61422.18,61411.15,61422.18,1635731520,0.02384650,2021-11-01 01:52:00
61411.53,61411.53,61411.53,61411.53,1635731580,0.01008932,2021-11-01 01:53:00
61462.11,61462.11,61446.76,61446.76,1635731640,0.07600000,2021-11-01 01:54:00
61454.39,61454.39,61423.93,61443.35,1635731700,0.60294621,2021-11-01 01:55:00
61429.43,61431.7,61429.43,61431.7,1635731760,0.24799768,2021-11-01 01:56:00
61409.89,61433.29,61409.89,61433.29,1635731820,0.00923300,2021-11-01 01:57:00
61320.45,61388.88,61300,61388.88,1635731880,2.26067706,2021-11-01 01:58:00
61341.34,61341.34,61320.65,61320.65,1635731940,1.07171900,2021-11-01 01:59:00
61245.57,61339.78,61203,61339.78,1635732000,6.46011793,2021-11-01 02:00:00
61258.58,61301.95,61247.33,61247.33,1635732060,1.26391145,2021-11-01 02:01:00
61258.58,61258.58,61258.58,61258.58,1635732120,0.00000000,2021-11-01 02:02:00
61376.99,61376.99,61351.56,61370.46,1635732180,0.03767944,2021-11-01 02:03:00
61392.32,61392.32,61392.32,61392.32,1635732240,0.02136200,2021-11-01 02:04:00
61417.43,61441.97,61386.5,61386.5,1635732300,0.45192233,2021-11-01 02:05:00
61422.97,61446.81,61421.13,61446.81,1635732360,0.86843385,2021-11-01 02:06:00
61440.51,61440.51,61433.86,61433.86,1635732420,0.01071000,2021-11-01 02:07:00
61414.78,61421.73,61414.54,61421.73,1635732480,0.04870034,2021-11-01 02:08:00
61367.5,61414.78,61360.18,61414.78,1635732540,0.08384808,2021-11-01 02:09:00
61376.98,61376.98,61354.33,61354.34,1635732600,0.43204725,2021-11-01 02:10:00
61354.34,61366.57,61354.34,61366.57,1635732660,0.17662595,2021-11-01 02:11:00
61361.08,61361.08,61351.41,61351.41,1635732720,0.01517488,2021-11-01 02:12:00
61335.49,61335.49,61335.49,61335.49,1635732780,0.14000000,2021-11-01 02:13:00
61335.49,61335.49,61335.49,61335.49,1635732840,0.00000000,2021-11-01 02:14:00
61254.73,61254.73,61254.73,61254.73,1635732900,0.00916667,2021-11-01 02:15:00
61262.59,61270.22,61262.59,61270.22,1635732960,0.04600000,2021-11-01 02:16:00
61172.43,61211.9,61160,61211.42,1635733020,0.53257595,2021-11-01 02:17:00
60795.17,61127.81,60631.04,61125,1635733080,21.81100090,2021-11-01 02:18:00
60574.1,60747.86,60321.57,60747.86,1635733140,33.03990728,2021-11-01 02:19:00
60483.49,60696.93,60483.49,60584.71,1635733200,2.12890747,2021-11-01 02:20:00
60355.76,60450.61,60292.43,60450.61,1635733260,7.32270297,2021-11-01 02:21:00
60292.85,60345.07,60234.85,60343.87,1635733320,16.90683419,2021-11-01 02:22:00
60253.38,60320.49,60139.47,60314.86,1635733380,9.37369166,2021-11-01 02:23:00
60237.25,60320,60181.04,60251.85,1635733440,18.56674136,2021-11-01 02:24:00
60375.5,60384.32,60235.85,60238.75,1635733500,21.67917402,2021-11-01 02:25:00
60346.44,60434,60320,60390.33,1635733560,3.54403872,2021-11-01 02:26:00
60215,60354.26,60215,60354.26,1635733620,8.38349313,2021-11-01 02:27:00
60220.15,60220.15,60030.63,60169.12,1635733680,15.41444832,2021-11-01 02:28:00
60269.05,60269.05,60161.48,60258.38,1635733740,5.43177249,2021-11-01 02:29:00
60112.81,60250,60098.1,60250,1635733800,3.47364390,2021-11-01 02:30:00
60241.25,60241.25,60055.22,60098.65,1635733860,2.11029139,2021-11-01 02:31:00
60534.95,60559.76,60258,60258,1635733920,7.15642015,2021-11-01 02:32:00
60406.92,60638.54,60403.83,60550.21,1635733980,7.38100649,2021-11-01 02:33:00
60357.5,60428,60324.66,60425.49,1635734040,2.06000618,2021-11-01 02:34:00
60482.5,60482.5,60381.2,60382,1635734100,3.26336744,2021-11-01 02:35:00
60399.34,60460.42,60300.57,60460.42,1635734160,4.47865632,2021-11-01 02:36:00
60399.5,60399.5,60364.12,60366,1635734220,0.69132994,2021-11-01 02:37:00
60448.89,60451.1,60448.89,60451.1,1635734280,0.40680000,2021-11-01 02:38:00
60487.7,60487.7,60462.8,60462.8,1635734340,0.38287448,2021-11-01 02:39:00
60602.99,60602.99,60478.25,60478.7,1635734400,1.17445278,2021-11-01 02:40:00
60614.98,60669.85,60592.38,60644,1635734460,1.99826274,2021-11-01 02:41:00
60508,60553.87,60508,60551.98,1635734520,1.01281553,2021-11-01 02:42:00
60468.95,60492.63,60421.86,60492.63,1635734580,0.32284473,2021-11-01 02:43:00
60420.95,60462.41,60408.15,60462.41,1635734640,0.19681056,2021-11-01 02:44:00
60338.89,60373.62,60338.89,60373.62,1635734700,1.27102983,2021-11-01 02:45:00
60452.02,60452.02,60369.01,60369.01,1635734760,0.05937979,2021-11-01 02:46:00
60431.53,60436.21,60400,60422.77,1635734820,0.11910000,2021-11-01 02:47:00
60461.27,60461.27,60440.38,60450,1635734880,1.03309723,2021-11-01 02:48:00
60461.52,60483.45,60461.52,60478.83,1635734940,0.14092113,2021-11-01 02:49:00
60491.01,60491.01,60459.55,60459.55,1635735000,0.12482360,2021-11-01 02:50:00
60509.31,60529.91,60491.89,60529.91,1635735060,4.38286908,2021-11-01 02:51:00
60509.31,60509.31,60509.31,60509.31,1635735120,0.00000000,2021-11-01 02:52:00
60547.91,60566.67,60540.13,60560.47,1635735180,0.34487515,2021-11-01 02:53:00
60544.91,60552.98,60522.72,60550.61,1635735240,0.20028083,2021-11-01 02:54:00
60529.59,60537.83,60525,60536.2,1635735300,0.11163752,2021-11-01 02:55:00
60535.06,60549.35,60502.21,60533.91,1635735360,2.76504997,2021-11-01 02:56:00
60550.43,60550.43,60526.35,60535.06,1635735420,0.04671369,2021-11-01 02:57:00
60665.42,60665.42,60574,60574,1635735480,1.86838880,2021-11-01 02:58:00
60575,60649.23,60575,60649.23,1635735540,0.03337582,2021-11-01 02:59:00
60513.6,60567.49,60513.6,60567.49,1635735600,0.45785521,2021-11-01 03:00:00
60545.42,60545.42,60545.42,60545.42,1635735660,0.00600000,2021-11-01 03:01:00
60545.42,60545.42,60545.42,60545.42,1635735720,0.00000000,2021-11-01 03:02:00
60502.87,60520.85,60497.78,60520.85,1635735780,0.27178831,2021-11-01 03:03:00
60500,60500,60425,60452.51,1635735840,0.57442487,2021-11-01 03:04:00
60638.29,60638.29,60482.63,60482.63,1635735900,0.25733828,2021-11-01 03:05:00
60635.77,60635.93,60630.11,60630.11,1635735960,0.46174945,2021-11-01 03:06:00
60644,60644,60640.39,60640.39,1635736020,0.00600000,2021-11-01 03:07:00
60522.48,60614.44,60522.48,60614.44,1635736080,1.75681105,2021-11-01 03:08:00
60492.29,60520.1,60453.33,60510.64,1635736140,0.79980647,2021-11-01 03:09:00
60453.37,60489.21,60453.37,60489.21,1635736200,0.09467071,2021-11-01 03:10:00
60440.85,60475.57,60431.39,60431.39,1635736260,3.16524856,2021-11-01 03:11:00
60374.52,60433.6,60374.52,60431.39,1635736320,0.42777278,2021-11-01 03:12:00
60358.72,60425.92,60358.72,60380.02,1635736380,2.55831791,2021-11-01 03:13:00
60437.24,60437.24,60371.57,60371.57,1635736440,3.17601113,2021-11-01 03:14:00
60394.69,60419.06,60350,60355,1635736500,0.11003026,2021-11-01 03:15:00
60414.06,60414.06,60402.81,60402.81,1635736560,0.35439526,2021-11-01 03:16:00
60298.27,60405.18,60285,60391.92,1635736620,0.39603305,2021-11-01 03:17:00
60295.54,60337.89,60295.54,60320.21,1635736680,0.59402319,2021-11-01 03:18:00
60391.87,60391.87,60325.07,60325.07,1635736740,0.23018706,2021-11-01 03:19:00
60428.66,60444.7,60382.62,60382.62,1635736800,0.76184263,2021-11-01 03:20:00
60382.16,60425.82,60382.16,60425.82,1635736860,0.04058113,2021-11-01 03:21:00
60340.34,60365.78,60338.05,60365.78,1635736920,0.18585083,2021-11-01 03:22:00
60366,60366,60366,60366,1635736980,0.16565616,2021-11-01 03:23:00
60358.37,60358.37,60358.37,60358.37,1635737040,0.00336000,2021-11-01 03:24:00
60358.37,60358.37,60358.37,60358.37,1635737100,0.00000000,2021-11-01 03:25:00
60305.06,60329.13,60305.06,60329.13,1635737160,0.05100000,2021-11-01 03:26:00
60353.84,60353.84,60303.61,60303.61,1635737220,3.50215830,2021-11-01 03:27:00
60409.68,60409.68,60364.24,60364.24,1635737280,0.56631574,2021-11-01 03:28:00
60415.54,60415.54,60367.87,60411.3,1635737340,1.31508580,2021-11-01 03:29:00
60427.51,60429.91,60409.32,60409.32,1635737400,1.02611733,2021-11-01 03:30:00
60454.18,60454.18,60454.18,60454.18,1635737460,0.00100000,2021-11-01 03:31:00
60453.51,60453.51,60439.11,60439.11,1635737520,0.04637112,2021-11-01 03:32:00
60405.33,60428.43,60405.33,60428.43,1635737580,0.00915501,2021-11-01 03:33:00
60360.9,60413.83,60343.36,60413.83,1635737640,1.66291219,2021-11-01 03:34:00
60428.04,60428.4,60341.76,60341.76,1635737700,0.53650834,2021-11-01 03:35:00
60482.98,60482.98,60440.53,60440.53,1635737760,1.04387174,2021-11-01 03:36:00
60377.06,60472.46,60347.59,60461.11,1635737820,1.38056841,2021-11-01 03:37:00
60357.86,60365.2,60357.86,60365.2,1635737880,0.00801100,2021-11-01 03:38:00
60360.09,60360.34,60360.09,60360.34,1635737940,0.01365730,2021-11-01 03:39:00
60347.52,60347.52,60329.85,60344.11,1635738000,0.08440201,2021-11-01 03:40:00
60307.65,60386.07,60304.55,60351.86,1635738060,0.67971718,2021-11-01 03:41:00
60411.82,60411.82,60352.46,60352.46,1635738120,1.47148771,2021-11-01 03:42:00
60404.79,60411.12,60404.79,60411.12,1635738180,0.06775167,2021-11-01 03:43:00
60361.42,60361.42,60330.4,60355.56,1635738240,0.01943465,2021-11-01 03:44:00
60341.98,60343.67,60300.12,60335.77,1635738300,0.26792411,2021-11-01 03:45:00
60297.95,60322.84,60297.95,60313.14,1635738360,0.10111629,2021-11-01 03:46:00
60286.13,60317.97,60286.13,60311.55,1635738420,0.02100818,2021-11-01 03:47:00
60285.14,60301.55,60285.14,60294.06,1635738480,0.46112761,2021-11-01 03:48:00
60261.04,60308.84,60234.79,60289.56,1635738540,2.87705370,2021-11-01 03:49:00
60263.85,60264.85,60258.91,60264.85,1635738600,0.16451618,2021-11-01 03:50:00
60156.76,60258.3,60130.77,60250.51,1635738660,4.89246083,2021-11-01 03:51:00
60156.63,60156.63,60020.57,60130.73,1635738720,4.18562831,2021-11-01 03:52:00
60294,60294,60160.6,60178.87,1635738780,1.28920901,2021-11-01 03:53:00
60197.86,60332.59,60197.86,60332.59,1635738840,2.06337174,2021-11-01 03:54:00
60163.43,60278.17,60154.26,60199.21,1635738900,2.36700917,2021-11-01 03:55:00
60084.92,60153.59,60062.16,60153.59,1635738960,0.43129426,2021-11-01 03:56:00
60146.87,60173.42,60042.29,60042.29,1635739020,1.16305783,2021-11-01 03:57:00
60119.43,60164.5,60119.43,60164.5,1635739080,0.05994112,2021-11-01 03:58:00
59971.8,60084.52,59780.86,60084.52,1635739140,48.06920048,2021-11-01 03:59:00
